address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,none,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
"4155 S Buffalo Dr, Ste 104",,,,,,,,False,,,False,,,,0C46YhAdmNrNiUAmAq6W0g,"Latin American, Restaurants, Caribbean",Las Vegas,,,,,,,,36.1135597,-115.2610867,Goat Post Tropical Grill,Spring Valley,89147,3,3.5,NV,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5111 Boulder Hwy,False,True,True,,True,,True,False,False,True,False,True,True,,X5Q_PKC-AeMrO4uSpnmgGg,"American (Traditional), Restaurants, Nightlife, Bars",Las Vegas,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,36.1128082,-115.0622886,TGI Fridays,,89122,22,2.5,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,5 days 20:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5255 Boulder Hwy,True,True,False,,True,,True,False,False,True,False,True,True,True,jLHE095dxq83qNVNndqUFQ,"American (Traditional), Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1079011,-115.0563724,Snaps,,89122,92,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5318 Boulder Hwy,True,True,False,,True,,False,False,False,True,False,True,True,,8nDEOGVVvReXFJ2zjPh4Pw,"Diners, Restaurants, Breakfast & Brunch, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1061298135,-115.057791995,Denny's,,89122,56,2.5,NV,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
310 N Nellis Blvd,True,True,False,,True,,True,False,False,True,False,True,True,,lCwqJWMxvIUQt1Re_tDn4w,"Breakfast & Brunch, Restaurants, Diners, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1647748036,-115.061670542,Denny's,Sunrise,89110,59,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
10690 Southern Highlands Pkwy,True,True,True,,True,,False,True,False,True,False,True,True,True,C9ImzBi5fn742ZcAYDww2A,"Grocery, Food, Restaurants, Steakhouses, Breakfast & Brunch, American (Traditional)",Las Vegas,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,35.9949501,-115.2062178,Rise & Shine - A Steak & Egg Place,Southwest,89141,1328,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,2 days 08:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6800 W Sahara Ave,True,True,False,,True,,False,True,False,True,True,True,True,True,g8OnV26ywJlZpezdBnOWUQ,"Restaurants, American (New), Breakfast & Brunch",Las Vegas,7:30-22:0,7:30-21:0,7:30-22:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,36.1447126,-115.2400919,Hash House A Go Go,Westside,89146,3193,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,4 days 00:30:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5045 W Tropicana Ave,True,True,True,,True,,True,True,False,True,False,False,True,True,1CP8aJa8ILlfM5deroar0Q,"Restaurants, American (New), Chicken Wings",Las Vegas,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.1002191,-115.2099431,Wingstop,,89103,158,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 19:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"6375 S Rainbow Blvd, Ste 101",True,True,True,,True,,False,True,False,True,False,False,True,True,dSjzFrUbIjqlhd2cJp-zSA,"Chicken Shop, Fast Food, Restaurants, American (New), American (Traditional), Salad, Food, Wraps",Las Vegas,11:0-19:0,11:0-19:0,11:0-16:0,11:0-18:0,11:0-19:0,11:0-19:0,11:0-19:0,36.0724699,-115.2435649,Rotisserie Chicken,Spring Valley,89118,33,4.5,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2 days 04:00:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
9135 S Durango,True,True,True,,True,,True,False,False,True,False,True,True,True,ZtsnwjxjzMUI6tDZNrJUeA,"Restaurants, Steakhouses, Burgers, Seafood, American (Traditional)",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,36.021932,-115.279583,Montana Meat Company - Durango,Southwest,89113,345,3.5,NV,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3650 S Decatur Blvd,True,True,False,False,False,True,True,False,False,True,True,True,True,True,1ZhZUzFbbt1gGXDEW3JaBw,"Sports Bars, Pool Halls, Restaurants, Bars, American (Traditional), Nightlife",Las Vegas,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,36.1235575,-115.2075378,Griff's,Chinatown,89103,50,4.5,NV,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,4 days 23:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"3528 S Maryland Pkwy, Ste 100",True,True,True,True,False,True,True,True,False,True,True,True,True,True,l8N9UHVcFmgpJOez8z6rKw,"Restaurants, Sports Bars, Bars, Burgers, Nightlife, American (New)",Las Vegas,11:0-0:0,11:0-22:0,11:0-0:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0,36.1249276,-115.1354186,Hatari Restaurant & Sports Bar,Eastside,89169,16,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,3 days 10:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
4785 Blue Diamond Rd,True,True,True,False,True,True,True,False,False,True,True,True,True,True,DC3Uyai-vCCUgMmMvLESlw,"Pizza, Bars, Sports Bars, Restaurants, Nightlife, American (Traditional)",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,36.032924,-115.205633,Home Plate Grill & Bar,Southwest,89139,110,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,0.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
"10670 Southern Highlands Pkwy, Ste 102",True,True,True,False,True,True,True,False,False,True,True,True,True,True,PIXl4WvAqjl2w9Lj81zXvQ,"Lounges, Karaoke, American (Traditional), Bars, Nightlife, Restaurants, American (New), Steakhouses, Italian",Las Vegas,16:0-22:0,16:0-22:0,16:0-22:0,9:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,35.9951511,-115.2068401,Zest - Bistro & Bar,Southwest,89141,503,4.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2 days 01:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6135 W Sahara Ave,True,True,False,,True,,True,False,False,True,True,True,True,,0rk2_lmbfpiYXGBFmyxx9Q,"Latin American, Restaurants",Las Vegas,,,,,,,,36.1431011,-115.2265239,Centro America Restaurant,Westside,89146,39,3.5,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2275 Kyle Canyon Rd,True,True,False,,False,,False,True,False,False,True,True,True,,Mb8qJps-OBFmDALFo5dkJA,"Restaurants, American (Traditional), Steakhouses",Las Vegas,,,,,,,,36.3257717,-115.3289816,A Cut Above Restaurant,Centennial,89124,28,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
"3250 N Tenaya Ave, Ste 110",True,True,True,,True,,True,True,False,True,True,True,True,True,eMKqAItLbazgUT8xokz7fw,"Restaurants, American (New), African, Food, Specialty Food",Las Vegas,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,36.2198728,-115.2511034,Wine 5 Cafe,Northwest,89129,214,4.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
9050 W Post Rd,False,True,False,False,False,True,True,True,False,True,False,True,True,,R_LcZEX_Ua4JnC3CFg_ZmQ,"Nightlife, Sports Bars, Bars, Breakfast & Brunch, Pubs, Restaurants, American (Traditional), American (New)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0756226,-115.2899167,Pt's Gold,Spring Valley,89148,28,3.5,NV,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
"6475 W Charleston Blvd, Ste 130",True,True,True,,True,,False,True,False,True,False,False,True,True,3PshdJtSwd_poaPL7fIOHg,"Sandwiches, Food Court, Food, Restaurants, American (New), Vegan, Salad",Las Vegas,,11:30-16:30,,11:30-16:30,,11:30-16:30,11:30-16:30,36.159221,-115.236737,Counter Cuisine,Westside,89117,6,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
4130 S Sandhill Rd,True,True,False,False,False,True,True,False,False,True,False,True,True,True,LCf4MZQcwgtniQUJ-MQBZA,"Restaurants, Bars, American (Traditional), Nightlife",Las Vegas,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,36.1139613,-115.0909408,Blue Ox East Restaurant & Lounge,Eastside,89121,51,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,6 days 20:30:00.000000000,5.0,0.0,2.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
5970 Centennial Center Blvd,True,True,False,,True,,False,True,False,True,False,True,True,,Tq032toLj_WQY3e7P3aQ8A,"American (New), American (Traditional), Breakfast & Brunch, Burgers, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.27127,-115.26319,IHOP,Centennial,89149,75,3.5,NV,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
3535 S Las Vegas Blvd,False,True,False,,True,,True,True,False,True,True,True,True,,HhVmDybpU7L50Kb5A0jXTg,"Bars, American (Traditional), Burgers, Nightlife, Pubs, Breakfast & Brunch, Restaurants, American (New), African",Las Vegas,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,36.1180802326,-115.172432361,Guy Fieri's Vegas Kitchen & Bar,The Strip,89109,3003,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,4 days 09:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6509 Las Vegas Blvd S,True,True,True,False,True,True,True,True,True,True,False,True,True,True,rdE9gg0WB7Z8kRytIMSapg,"Cocktail Bars, Restaurants, Burgers, Beer Bar, Wine Bars, Comfort Food, Breakfast & Brunch, Nightlife, American (New), Bars, Tapas/Small Plates, Food, Beer, Wine & Spirits",Las Vegas,11:0-0:0,11:0-0:0,10:0-0:0,9:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.0701464765,-115.173856268,Lazy Dog Restaurant & Bar,Southeast,89119,493,4.0,NV,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,False,3 days 22:00:00.000000000,0.0,5.0,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"410 S Rampart Blvd, Ste 120",True,True,,False,False,True,True,True,False,True,True,True,True,,mGkVxLpndvodT92iRvbLyQ,"Wine Bars, Restaurants, Nightlife, American (New), Pizza, Bars",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-22:0,36.1672799,-115.2862703,Social Bistro & Wine Bar,Westside,89145,24,3.5,NV,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,3 days 02:00:00.000000000,0.0,5.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
"7305 S Rainbow Blvd, Ste 100",True,True,True,,True,,True,True,False,True,False,True,True,,gHq85iAANw1eIOVzkzRrpg,"Diners, Breakfast & Brunch, Restaurants, American (Traditional)",Las Vegas,7:0-21:0,7:0-20:0,7:0-21:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,36.0553004,-115.2437274,Metro Diner,Southwest,89113,389,4.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,3 days 21:00:00.000000000,5.0,1.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5170 S Fort Apache Rd,True,True,False,,True,,False,False,False,True,False,True,True,,6HdzmAatFoB8UDep4n9QIw,"American (New), Breakfast & Brunch, Restaurants, Public Services & Government, American (Traditional), Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.09514,-115.29689,IHOP,Spring Valley,89148,98,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"352 N Nellis Blvd, Ste G",True,True,True,,True,,False,False,False,True,False,True,True,,Tz3lmsFCS1e8rUkXuHW9mw,"American (Traditional), American (New), Restaurants, Breakfast & Brunch, Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.165604,-115.06171,IHOP,Sunrise,89110,50,2.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6629 Las Vegas Blvd S,True,True,False,,True,,True,False,False,True,True,True,True,True,7xXaO9deBDh_dd0JQjA-Qg,"American (New), Restaurants",Las Vegas,11:0-22:30,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,36.067666,-115.176931,Claim Jumper,Southeast,89119,337,3.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,3 days 03:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5757 Wayne Newton Blvd,False,True,False,,True,,False,False,False,True,False,True,True,True,RVNxhRf8ERTAb38vBWvCig,"Restaurants, American (Traditional), Diners, Burgers",Las Vegas,4:30-22:0,4:30-21:0,4:30-21:0,4:30-22:0,4:30-22:0,4:30-21:0,4:30-21:0,36.0815129407,-115.137409962,Ruby's Diner,Southeast,89119,191,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,4 days 22:30:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"3400 Las Vegas Blvd S, Ste. 1590",False,True,False,,True,,True,False,False,True,False,True,True,True,DnalbBqgX7afqSYgO5R8iQ,"Restaurants, Pizza, American (New)",Las Vegas,11:0-1:0,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.1201826053,-115.174730046,California Pizza Kitchen,The Strip,89109,223,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,3 days 21:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
750 S Rampart Blvd,True,True,True,,True,,True,True,False,True,True,True,True,True,eduRavkml8awmPachSZXuw,"American (New), Restaurants, Sushi Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1638735074,-115.289943661,Kona Grill,Westside,89145,768,3.5,NV,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3405 S Jones Blvd,True,True,,False,False,False,True,False,,True,True,,,,XIDhO9YAhsCa0upSkMhGuw,"Nightlife, Asian Fusion, Lounges, Karaoke, American (New), Restaurants, Bars, Pubs",Las Vegas,20:0-5:0,20:0-5:0,20:0-5:0,20:0-5:0,20:0-5:0,20:0-5:0,20:0-5:0,36.1277187816,-115.226020882,Viva Lounge,Chinatown,89146,21,4.5,NV,False,False,False,False,False,False,False,False,,,,,,,False,False,False,True,False,2 days 15:00:00.000000000,0.0,0.0,2.0,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5000 W Charleston,True,True,,,True,,True,False,True,True,True,True,True,,Kbidfh24_7-a380tovQeYA,"Honduran, Latin American, Salvadoran, Restaurants, Mexican, Nicaraguan",Las Vegas,10:0-22:0,9:0-22:0,10:0-22:0,10:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,36.159578,-115.208656,Bahía Centroamerica Restaurant,Westside,89146,31,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 16:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1455 S Lamb Blvd,True,True,False,,True,,False,False,False,True,False,True,True,,pFQaji0idkrzv5J-qTQ82Q,"Buffets, American (Traditional), Restaurants",Las Vegas,9:30-22:0,9:30-21:0,7:30-22:0,7:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,36.155011,-115.082821,Golden Corral,Sunrise,89104,655,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 14:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
9815 S Eastern Ave,False,True,True,,,,,,True,,,,True,True,olmCDBoMF-EhN8U2livBSg,"Food, Restaurants, Bakeries, Desserts, Breakfast & Brunch, Cupcakes, American (New)",Las Vegas,8:0-20:0,8:0-20:0,8:0-20:0,9:0-18:0,8:0-20:0,8:0-20:0,8:0-20:0,36.0109982442,-115.119957995,Freed's Bakery,Southeast,89183,913,4.0,NV,,,,,,,,,True,False,False,False,False,False,,,,,,3 days 09:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6730 Las Vegas Blvd S,True,True,False,False,True,True,True,False,False,True,False,True,True,,WS9BUR9E1I6JIIP_OTDkLg,"American (Traditional), Sports Bars, Bars, Restaurants, Nightlife",Las Vegas,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,36.0669519,-115.1709812,Upper Deck Grill and Sports Lounge,Southeast,89119,16,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,3 days 15:30:00.000000000,5.0,5.0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4660 W Cactus Ave,True,True,False,False,False,True,True,False,False,True,False,True,True,True,7njZaRjDXi8anBaGlGQu4g,"Food, American (Traditional), Bars, Nightlife, Restaurants, Breakfast & Brunch, Beer, Wine & Spirits, Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,35.9990217,-115.2037833,The Lodge Cactus,Southwest,89141,117,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
4402 N Rancho Dr,False,True,False,True,False,True,True,False,False,True,True,False,True,True,J2nCJBrGn4EQT1abnBHaUQ,"American (Traditional), Casinos, Arts & Entertainment, Bars, Nightlife, Restaurants, Sports Bars",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,36.2399444,-115.2300782,Five Star Tavern,Northwest,89130,18,4.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,0 days 00:00:00.000000000,5.0,0.0,2.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
9310 S Eastern Ave,False,True,False,False,False,True,True,False,False,True,False,True,True,,6-gRHn1n11ATqWBrFTLnNA,"Pizza, Bars, American (Traditional), Restaurants, Nightlife, Pubs, Sandwiches",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0202497059,-115.116935627,Great American  Pub,,89123,48,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"10945 Oval Park Dr, Summerlin",True,True,True,False,True,True,True,True,False,True,True,True,True,True,JhRxDdmZSGDG_u7cGxaYrw,"Nightlife, Restaurants, Cocktail Bars, American (New), Pizza, Salad, American (Traditional), Bars",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.151547,-115.331923,California Pizza Kitchen at Summerlin,South Summerlin,89135,218,3.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"4533 W Sahara Ave, Ste 5",True,True,True,,True,,True,True,False,True,False,True,True,True,3kdSl5mo9dWC4clrQjEDGg,"Pizza, Breakfast & Brunch, American (Traditional), Sandwiches, Restaurants, Burgers",Las Vegas,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,36.1440852,-115.2024865,Egg & I,Westside,89102,2909,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,2 days 15:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3545 Las Vegas Blvd S,True,True,True,False,False,True,True,True,False,True,True,True,True,True,fAlKTsfsUF6A5iujEI2Z1w,"Nightlife, Restaurants, American (New), American (Traditional), Steakhouses, Bars, Comfort Food, Italian",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.117683,-115.171248,Off The Strip at the LINQ,The Strip,89109,604,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
