,address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
78,6731 W Alexander Rd,True,True,True,,True,,True,False,True,True,False,True,True,True,Sm2k1ijcnK17Ro5paN2_qQ,"Restaurants, Pizza, Fast Food, Italian",Las Vegas,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,36.232623,-115.24326709999998,Grand Pizza,Northwest,89108,187,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,3 days 19:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,37.0,8.0,141.0
79,8524 W Sahara Ave,True,True,True,,True,,True,True,False,True,True,True,True,True,AZlnpvILz5cEWJifjr2CSQ,"Italian, Delis, Restaurants",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.1445144,-115.277522,Roma Deli II and Wine Shop,Westside,89117,156,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,17.0,16.0,123.0
80,2222 E Tropicana Ave,,True,True,,True,,False,True,False,True,True,True,True,True,gKPGer8_b532vRzEjsXQxA,"Restaurants, Italian",Las Vegas,,,,,,,,36.1004963,-115.121475,Strings Italian Cafe,Eastside,89119,49,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,6.0,3.0,40.0
81,7050 N Durango Dr,,True,,,,,,False,,False,,True,,True,zPxNDf1iKsDGGpkM44HKxA,"Italian, Restaurants",Las Vegas,,,,,,,,36.288706,-115.287007,Carino's Italian Grill,Centennial,89149,3,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,2.0,1.0
82,8615 W Sahara Ave,True,True,True,,True,,True,True,True,True,True,True,True,True,cgZOP1ZUBOZmEQMSJ53oiQ,"Steakhouses, Seafood, Restaurants, Italian",Las Vegas,17:0-22:0,,17:0-22:0,17:0-21:0,17:0-22:0,,17:0-22:0,36.1429690732,-115.280102938,Chef Marc's Trattoria,The Lakes,89117,243,4.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,9.0,12.0,222.0
83,7570 Norman Rockwell Lane,True,True,True,,True,,True,True,True,True,True,True,True,True,d3zW_b-JWlxMneNn7K9xew,"Pizza, Sandwiches, Italian, Restaurants",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.2985157,-115.2799828,Streets of New York,Centennial,89131,277,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,75.0,36.0,166.0
84,953 E Desert Inn Rd,True,True,False,False,False,True,True,False,True,True,False,True,True,,rLMsz9ams_xrlX_weejhtQ,"Coffee & Tea, Bars, Pizza, Sports Bars, Wine Bars, Nightlife, Food, Restaurants, Lounges, Italian",Las Vegas,16:0-2:0,16:0-0:0,16:0-2:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,36.1294227,-115.1424913,Midtown,Eastside,89109,45,3.5,NV,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,9.0,2.0,34.0
85,"7700 Las Vegas Blvd S, Ste 1",True,True,True,,True,,True,True,False,True,True,True,True,True,k8BqCejnaMlw7aoVthvqyw,"Restaurants, Event Planning & Services, Venues & Event Spaces, Italian",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.048992157,-115.171539307,The Bootlegger Italian Bistro,Southeast,89123,875,4.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,90.0,77.0,707.0
86,4226 S Durango Dr,True,True,True,,True,,False,False,False,True,True,True,True,,xmWs-su5eB5_57CIw4sqfw,"Italian, Restaurants",Las Vegas,16:0-22:0,,16:0-22:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,36.1128802,-115.27862240000002,Gina's Bistro,Spring Valley,89117,187,4.5,NV,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,10.0,14.0,163.0
87,3945 S Durango Dr,True,True,True,,True,,True,False,True,True,True,True,True,True,8olG8J91NG_QU92WHG5QfA,"Restaurants, Italian, Pizza",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.119189,-115.2797333,Amore Taste of Chicago,Spring Valley,89147,663,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,102.0,75.0,486.0
88,"6020 W Flamingo Rd, Ste 10",False,True,True,,True,,True,False,False,True,True,True,True,True,kafUXRNfQm3e_U14S2WbmA,"Restaurants, Pizza, Italian",Las Vegas,11:0-22:0,11:0-22:0,11:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.11511,-115.2236,Pizzeria Monzú,,89103,52,5.0,NV,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1.0,4.0,47.0
89,5555 W Charleston Blvd,,True,,,False,,,False,False,True,True,True,False,True,w19nAzC69-AppXp8psaFFg,"Restaurants, Italian",Las Vegas,,,,,,,,36.1590151,-115.217721,Fellini's Ristorante Italiano,Westside,89145,4,3.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2.0,0.0,2.0
90,1545 E Flamingo Rd,True,True,True,False,True,True,False,False,False,True,True,True,True,True,w4yq1IRk0DHQE995giqjGg,"Salad, Restaurants, Wine Bars, Nightlife, Bars, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1140471648,-115.132257289,Olive Garden Italian Restaurant,University,89119,206,3.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,45.0,14.0,147.0
91,6870 S Rainbow Blvd,True,True,True,,True,,True,False,True,True,True,False,True,,j00iBr6uYnwgFs_J5y9f0w,"Italian, Food, Restaurants, Pizza, Pasta Shops, Specialty Food",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.064201,-115.241566,Rocco's NY Pizzeria,Spring Valley,89118,244,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,68.0,34.0,142.0
92,4111 Boulder Hwy,False,True,False,,True,,True,False,False,True,True,True,True,True,gIPrEKqnJwaAH0ZyvnQHeg,"Restaurants, Steakhouses, American (Traditional), Buffets, Seafood, Mexican, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.13277100000001,-115.085169,Guadalajara,,89121,54,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,12.0,9.0,33.0
93,8455 W Lake Mead Blvd,True,True,True,,True,,True,True,True,True,False,False,True,,SQ8Tkavc4TJj-2kanEDzLg,"Chicken Wings, Italian, Pizza, Restaurants",Las Vegas,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,36.19787792,-115.28049027700001,Red Rock Pizza,Summerlin,89128,161,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,32.0,19.0,110.0
94,Mc Carran International Airport,False,True,,,True,,False,False,False,False,False,False,True,,zQp4fij2fBaZawyO_ymIEg,"Restaurants, Italian",Las Vegas,,,,,,,,36.0839998,-115.1537389,Villa Pizza,Southeast,89119,21,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,9.0,5.0,7.0
95,"3555 S Town Center Dr, Ste 105",True,True,True,False,True,False,True,True,False,True,True,True,True,True,bPcqucuuClxYrIM8xWoArg,"Bars, Wine Bars, Italian, Nightlife, Pizza, Restaurants",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.12484050000001,-115.3252217,Due Forni,South Summerlin,89135,461,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,25.0,42.0,394.0
96,"4555 S Fort Apache Rd, Ste 112",False,True,True,,True,,True,False,True,True,True,False,True,True,E_jLyf_YuGgMP_rw8tvNSA,"Chicken Wings, Food Delivery Services, Italian, Pizza, Salad, Mediterranean, Restaurants, Sandwiches, Desserts, Food, Event Planning & Services, Caterers",Las Vegas,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.10647700000001,-115.2980657,Niko's Pizza Las Vegas,Spring Valley,89147,212,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,13.0,14.0,185.0
97,3720 S Las Vegas Blvd,False,True,False,,True,,True,False,False,True,True,True,True,True,Ehy00JWQixgoXzisVKhvag,"Pizza, Italian, Restaurants",Las Vegas,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,36.107676716,-115.17506169,Cucina by Wolfgang Puck,The Strip,89158,855,4.0,NV,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,3 days 03:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,83.0,97.0,675.0
98,80 N Nellis Blvd,True,True,True,False,True,True,False,False,False,True,True,True,True,True,0aw3HbxkZ4G7pkPYt10fhA,"Italian, Nightlife, Restaurants, Wine Bars, Bars, Salad",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1605513,-115.0617047,Olive Garden Italian Restaurant,Sunrise,89110,130,3.0,NV,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,35.0,15.0,80.0
99,"7240 W Azure Dr, Ste 145",True,True,True,,True,,True,False,True,True,True,True,True,True,OYaL_-uxBCgrE94uNQ4VCA,"Pizza, Restaurants, Salad, Italian, Sandwiches, Desserts, Food",Las Vegas,11:0-21:0,16:0-21:0,11:0-21:0,13:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.2744842,-115.25255590000002,Lino's Pizzeria & Italian Cuisine,Centennial,89130,117,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,2 days 15:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,16.0,17.0,84.0
100,6065 S Durango Dr,True,True,True,False,True,True,True,True,True,True,True,True,True,True,CZF9Nm8CFY2R9ZhfwYIARQ,"Screen Printing, Bars, Italian, American (Traditional), Nightlife, Sports Bars, Printing Services, Local Services, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.078642,-115.279971,Giuseppes Bar & Grille Las Vegas,Spring Valley,89113,232,3.5,NV,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,40.0,24.0,168.0
101,"6370 W Flamingo Rd, Ste 30",True,True,True,,True,,True,True,True,True,True,True,True,True,i-LDatuEXFN3EDZK1sgllQ,"Food, Restaurants, Juice Bars & Smoothies, Desserts, Italian, Spanish, Mexican, Sandwiches",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.115157,-115.2320144,Aroma Cuisine of the World/Oscar Catering,,89103,35,5.0,NV,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,3 days 02:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1.0,2.0,32.0
102,"6605 Las Vegas Blvd, Ste 145",,True,True,,True,,True,True,False,True,True,True,True,True,Tf13Wexrt6WmNw-CDW5Gyg,"Italian, American (New), Restaurants",Las Vegas,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.0683629,-115.1726642,Meatball Spot,Southeast,89119,188,2.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,3 days 14:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,43.0,15.0,131.0
103,7690 W Lake Mead Blvd,True,True,True,,True,,False,False,True,True,True,True,True,True,jO3ikdNbF_TGGv87izTkEg,"Pizza, Event Planning & Services, Food, Caterers, Restaurants, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1972178336,-115.264131725,Buca di Beppo Italian Restaurant,Summerlin,89128,276,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,66.0,35.0,175.0
104,9905 S Eastern Ave,True,True,True,,True,,False,False,False,True,True,True,True,True,NFMD_-wFrbfdhTcdHPDCZQ,"Restaurants, Food, Desserts, Pizza, Italian",Las Vegas,11:0-21:0,11:0-21:0,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,36.01008560000001,-115.1186563,Montesano's Eateria,Anthem,89183,322,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,22.0,32.0,268.0
105,2411 W Sahara Ave,True,True,True,,True,,True,False,False,True,False,True,True,True,Z0o7EnCj3fgzC7E3QRabhQ,"Pizza, Italian, Restaurants",Las Vegas,16:0-23:0,16:0-22:0,11:0-23:0,11:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,36.1427819,-115.1747468,Little Tony's,,89102,172,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,2 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,17.0,13.0,142.0
106,"103 E Charleston Blvd, Suite 107",,True,,,True,,False,False,False,True,True,True,True,,aveqqTTutqV5tOl3_SeI8A,"Restaurants, French, Italian",Las Vegas,,,,,,,,36.171184,-115.211622,Tinoco's Bistro,Westside,89107,9,4.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,1.0,8.0
107,3441 W Sahara Ave Ste B2,,True,,,True,,,False,True,True,,True,True,True,ro4h-3oXNxk4KLa6__jV5Q,"Delis, Italian, Restaurants",Las Vegas,,,,,,,,36.1432936,-115.1873861,Montesano's Italian Deli,Westside,89102,4,5.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,2.0,2.0
108,8975 S Eastern Ave,,True,,,True,,,True,True,False,True,True,True,True,zoYIwHGvnglmrZD0RqhRIA,"Restaurants, Italian",Las Vegas,10:0-22:0,10:0-21:0,11:0-22:0,,10:0-22:0,10:0-21:0,10:0-21:0,36.02624,-115.119129,La Focaccia,Southeast,89123,27,3.0,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,4.0,6.0,17.0
109,"420 S Rampart Blvd, Ste 180",True,True,True,False,True,True,True,True,True,True,True,True,True,True,eBj_YyJU5jVu6tbZCkdtDA,"Pizza, Nightlife, Bars, Italian, Restaurants, Cocktail Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1671901,-115.2855925,Brio Tuscan Grille,Westside,89145,505,4.0,NV,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,59.0,41.0,405.0
110,3385 S Durango Dr,True,True,True,,True,,True,False,True,True,False,True,True,True,R073RHVTWuUc_JabjD0bsA,"Italian, Salad, Restaurants, Pizza, Sandwiches",Las Vegas,11:0-23:0,11:0-22:30,11:0-23:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,36.128132,-115.279908,Villa Pizza Durango,Spring Valley,89117,116,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 09:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,18.0,15.0,83.0
111,4608 Paradise Rd,True,True,True,,True,,True,False,True,True,True,True,True,True,HyKxWC9PrqlODjO-CBCIZA,"Pizza, Chicken Wings, Italian, Sandwiches, Mexican, Tacos, Restaurants",Las Vegas,11:0-1:0,11:0-23:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-23:0,11:0-23:0,36.106057,-115.151203,Naked City Pizza On Paradise,Eastside,89169,339,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 20:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,67.0,43.0,229.0
112,5589 W Charleston Blvd,True,True,True,False,False,True,True,False,False,True,False,True,True,,Zx4iQCmQfAaXvwPc3TlF9Q,"Nightlife, Bars, Italian, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.15876110000001,-115.2182327,The Tap House,Westside,89146,125,4.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,19.0,9.0,97.0
113,"6485 S Rainbow Blvd, Ste M105",,True,False,,True,,True,True,False,True,True,True,True,True,mE-isLpfMbdQpOmb-WWo3w,"Restaurants, Italian, Pizza",Las Vegas,11:0-2:0,11:0-22:0,11:0-2:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.07097,-115.243522,3 Tomatoes and A Mozzarella,Spring Valley,89118,53,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 11:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,6.0,13.0,34.0
114,2333 E Sahara Ave,False,True,True,,False,,True,False,False,True,True,True,True,True,4Odbtgh9g8XUKorRg7MTHg,"Dance Clubs, Restaurants, Italian, Nightlife",Las Vegas,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,,17:0-22:0,36.145455149600004,-115.116317666,Italian American Club Restaurant,Downtown,89104,174,4.5,NV,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,11.0,10.0,153.0
115,8355 S Dean Martin Dr,True,True,True,,True,,True,True,False,True,True,True,True,True,KSRBPWOSqxclHkDd23P7CQ,"Italian, Event Planning & Services, Caterers, Restaurants, Burgers",Las Vegas,,,,,,,,36.0370714,-115.1870401,Dean's Place,Southwest,89101,93,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,17.0,11.0,65.0
116,7580 Las Vegas Blvd S,True,True,True,,True,,True,True,True,True,False,False,True,True,64o_nYvzIKwHFOSYSEm-qw,"Pizza, Salad, Restaurants, Italian",Las Vegas,11:0-23:0,11:0-21:0,11:0-23:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.0520271,-115.17155,Joe's New York Pizza,Southeast,89123,279,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 02:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,49.0,45.0,185.0
117,1031 S Rampart Blvd,,True,False,False,False,True,True,True,False,True,True,True,True,True,ifEHr-ZnGFSKgJVsywiAFg,"Bars, Nightlife, Restaurants, Wine Bars, Italian",Las Vegas,,,,,,,,36.1602235,-115.2915112,Nora's Wine Bar and Osteria,Westside,89145,81,3.5,NV,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,12.0,7.0,62.0
118,4155 S Buffalo Dr,,True,,,True,,True,True,True,True,False,True,True,True,b6LH0R-f6cmPT0dOzqkQUg,"Italian, Pizza, Food, Restaurants",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1133059,-115.261617,Mama Mia Pizza,Spring Valley,89147,18,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,3.0,0.0,15.0
