address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
770 St Clair Ave W,,True,,,False,,False,True,False,True,True,True,True,,oYCx5gO4KkkgYPnglSkk5g,"Restaurants, Italian",Toronto,17:0-23:0,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6812824,-79.4287282,PROP,,M6C 2Z1,20,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
471 Cosburn Avenue,,False,True,,True,,True,False,True,True,False,False,True,,Vl7knG5rR45zT97JdkCmMQ,"Pizza, Sandwiches, Restaurants, Italian",Toronto,11:0-20:0,11:0-20:0,16:0-21:0,,11:0-20:0,11:0-20:0,11:0-20:0,43.6928272,-79.3339954,Corrado's Authentic Italian Cuisine,East York,M4J 2N5,5,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,,0.0,0.0,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1 Balmoral Ave,,True,,,False,,,True,False,False,False,True,True,True,846lAt9k0-jjM8TbBIRAmg,"Pizza, Restaurants, Italian",Toronto,9:0-23:0,9:0-22:30,9:0-23:0,9:0-23:0,9:0-23:0,9:0-22:30,9:0-22:30,43.6853479,-79.3930809,Terroni,Yonge and St. Clair,M4V 3B9,21,3.0,ON,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,4 days 00:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2885 Dundas Street W,True,True,True,,True,,False,False,False,True,False,True,True,,hcHaWzM5wfdAbCWs4zmmqg,"Italian, Restaurants",Toronto,12:0-23:0,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,43.665338399,-79.4656616449,Nodo,The Junction,M6P 1Y9,148,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
946 Royal York Road,True,True,True,,True,,False,True,False,True,True,True,True,,mA3kz245czbdqAyJMg9BsQ,"Restaurants, Italian, Gluten-Free",Toronto,11:0-22:30,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,43.6476149,-79.5118194,La Veranda Osteria,Etobicoke,M8X 2E5,35,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,,,,,,3 days 03:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
673 Spadina Avenue,True,True,True,,True,,True,False,True,True,False,False,True,,oHgCHC8a3QNJiB4-Ld0_kg,"Restaurants, Italian",Toronto,11:0-22:0,11:0-22:0,11:0-21:0,,11:0-22:0,11:0-22:0,11:0-22:0,43.6646017,-79.4023841,Daddyo's Pasta & Salads,University of Toronto,M5S 2H9,78,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
95 King Street E,,True,,,True,,False,False,False,True,False,False,True,True,S8_W8gxq1I5r61iiy_Xt0w,"Restaurants, Italian",Toronto,,,,,,,,43.6497601,-79.3746797,Pastabilities,St. Lawrence,M5C,11,3.5,ON,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
121 Richmond Street W,False,True,True,True,False,False,True,False,True,True,True,True,True,True,UH6mET5JYZR6yPDVpTG9Og,"Restaurants, Bars, Nightlife, Italian",Toronto,11:30-22:0,11:30-22:0,17:0-22:30,,11:30-22:0,11:30-22:0,11:30-22:0,43.6503164,-79.3842467,Little Anthony's,Financial District,M5H 2K1,110,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True
15 Toronto Street,True,True,True,,True,,False,True,False,True,True,True,True,True,6I27BTuHI5PMvOBG4WS8NQ,"Italian, Restaurants",Toronto,7:0-23:0,7:0-22:0,17:0-23:0,,7:0-23:0,7:0-22:0,7:0-22:0,43.6503158,-79.3759018,Mercatto,Downtown Core,M5C 2E3,112,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,5.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
760 Saint Clair Avenue W,,True,,,False,,False,False,,True,True,True,,False,61GK4EGXBd4uha_2unicNw,"Restaurants, Italian",Toronto,17:30-22:0,,17:30-22:0,,17:30-22:0,17:30-22:0,17:30-22:0,43.6813132,-79.4283861,Acquolina Ristorante,,M6C 1B5,10,3.0,ON,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
321 King St W,True,True,False,,False,,True,False,False,True,True,True,True,False,CKJnoUSWocdVIj6Fqbgm5g,"Asian Fusion, Italian, Restaurants",Toronto,,,,,,,,43.6461163,-79.3907967,The Red Tomato,Entertainment District,M5V 1J5,52,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
232 Wellington Street W,True,True,True,,True,,True,False,False,True,True,True,True,True,YvrylyuWgbP90RgMqZQVnQ,"Pizza, Restaurants, Sandwiches, Italian",Toronto,11:0-1:0,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,43.6452767607,-79.3897039038,Jz's Pizza,Entertainment District,M5V 3W1,67,4.0,ON,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 16:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
782 College Street,True,True,True,,True,,True,True,True,True,True,True,True,True,BlrvqjGanZvjlNsnIyvAXQ,"Restaurants, Pizza, Italian",Toronto,11:0-0:0,11:0-0:0,11:0-0:0,15:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0,43.654881,-79.420858,Regina Pizzeria & Trattoria,Bickford Park,M6G 1C6,48,4.0,ON,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 14:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
75 Portland Street,True,True,True,False,False,False,False,True,False,True,False,True,True,,CZY3743GpOOhdDJu6UmPBA,"Breakfast & Brunch, Italian, Bars, Restaurants, Nightlife",Toronto,7:30-2:0,7:30-2:0,8:0-2:0,8:0-2:0,7:30-2:0,7:30-2:0,7:30-2:0,43.6439229362,-79.3998403852,Bar Buca,,M5V,220,4.0,ON,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,5 days 08:30:00.000000000,5.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
167 E Liberty Street,True,True,False,False,False,True,True,True,False,True,True,True,True,True,CUGswyxGdkcd4IE1oHc80A,"Nightlife, Italian, Restaurants, Bars",Toronto,11:30-1:0,11:30-22:0,12:0-1:0,12:0-22:0,11:30-23:0,11:30-22:0,11:30-23:0,43.638436,-79.417423,Bar Vespa,Liberty Village,M6K 3K4,73,3.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 08:30:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
672 St. Clair Avenue W,True,True,,,True,,False,False,False,True,True,True,True,,op0GPkK8YtpTQxSq80lEpw,"Italian, Restaurants",Toronto,17:0-23:0,17:0-23:0,12:0-23:0,12:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6820353,-79.4254574,Pizza e Pazzi,,M6C 1A9,22,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
597 College Street,,True,False,,True,,False,True,True,True,False,True,True,False,k9AaulyfonmUlkmI3uMiQQ,"Pizza, Caterers, Event Planning & Services, Restaurants, Italian",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,43.6550322,-79.4139276,Capitol Trattoria Pizzeria,Little Italy,M6G 1B5,30,2.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
50 Prince Edward Island Crescent,True,,True,,True,,True,True,True,True,True,True,True,True,Q2xmQsHQHNkZsWoXHZ8l5A,"Restaurants, Pizza, Seafood, Food, Event Planning & Services, Italian",Toronto,11:0-22:0,10:30-15:0,11:0-22:30,10:30-21:0,11:0-22:0,10:30-15:0,11:0-22:0,43.6309217,-79.4227667,Acqua Dolce,,M6K 3C3,6,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2 days 16:00:00.000000000,0.0,3.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
3334 Yonge Street,,True,False,,True,,False,False,False,True,True,True,True,,0xy5_iqOYWp_XRXpeb-IFQ,"Restaurants, Breakfast & Brunch, Italian, Canadian (New)",Toronto,,,,,,,,43.7315306,-79.4040711,ViPei Bistro,,M4N 2M4,9,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1366 Yonge Street,True,True,True,,False,,False,True,True,True,True,True,True,True,KtSEqZbGV1WHgOgtSMEZFQ,"Caterers, Italian, Event Planning & Services, Pizza, Restaurants",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:30,43.6858784,-79.393189,Capocaccia Trattoria,Yonge and St. Clair,M4T 3A7,51,3.5,ON,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3 days 08:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1792 Danforth Avenue,True,True,True,,True,,True,True,True,True,True,True,True,,mAMWh1htdpk4jYJ6vOvM4g,"Italian, Restaurants",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,43.6845807,-79.3189197,Quattro 4 Ragazze,The Danforth,M4C 1H8,23,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
997 Dupont Street,,True,,,True,,True,False,False,True,True,True,True,False,N-U0o7hIKy3Z6KY_O4RuPg,"Restaurants, Italian, Pizza",Toronto,17:0-23:0,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6698988,-79.4315486,PICEA997,Dovercourt,M6H 1Z5,32,3.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
492 College St,,True,,,,,,True,,True,True,True,,,lPaMg95YRXAqiKMsfXsuEA,"Italian, Restaurants",Toronto,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,43.6562141,-79.4097186,Carpano,Palmerston,M6G 1A4,7,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,2 days 22:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
784 Eglinton Avenue E,False,True,False,,True,,False,False,True,True,True,False,True,,wP6__WwjrJn_i1PdLLehtw,"Restaurants, Pizza, Italian",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,43.7132519,-79.3670947,Domino's Pizza,,M4G 2L1,5,3.0,ON,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,4 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
"371 Old Kingston Road, Unit 12A",True,,True,,True,,True,True,True,True,False,True,True,,D5XAErxJj5VbQjaQypb4Ig,"Greek, Mediterranean, Italian, Pizza, Sandwiches, Restaurants",Toronto,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,43.782833,-79.169624,Louis Souvlaki & Grill,Scarborough,M1C 1B7,10,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 days 22:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
741 Queen Street W,True,True,True,,True,,True,True,False,True,True,True,True,,ow3oP3cfmhlfmSsGaXe25Q,"Italian, Restaurants",Toronto,8:0-0:0,8:0-0:0,9:0-0:0,9:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,43.6465726,-79.4070247,Destingo,Niagara,M6J 1E5,55,3.0,ON,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4 days 14:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
155 University Avenue,True,True,True,,True,,True,True,False,True,True,True,True,,XT25YpQoNDuzAZHur-HZ8g,"Pizza, Italian, Restaurants",Toronto,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,43.6485343,-79.3848424,Pizzeria Libretto,Financial District,M5H 3B7,244,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 08:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1138 Davenport Road,False,True,,,True,,True,False,True,True,True,True,True,False,sw3HdidP3E9YiuuLVyfeNw,"Italian, Restaurants",Toronto,15:0-23:0,15:0-23:0,15:0-0:0,15:0-23:0,15:0-23:0,15:0-23:0,15:0-23:0,43.6748309,-79.430894,Salto Antipasto Lounge,Wychwood,M6G 2C6,10,4.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 days 09:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
241 Spadina Avenue,,True,,,True,,False,False,False,True,True,True,True,,kYZJ94hdzbhZIIXhIZU5Dw,"Food, Restaurants, Cafes, Coffee & Tea, Italian",Toronto,,,,,,,,43.6515584,-79.3972263,Strada 241,Chinatown,M5T,54,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1165 Queen Street W,True,True,,,True,,True,True,False,True,True,True,True,True,cVlW0omVTRaVJqnT-OBBsQ,"Italian, Restaurants, Pizza",Toronto,12:0-1:0,,12:0-1:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,43.6426372,-79.4257699,Piola,West Queen West,M6J 1J6,70,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2450 Sheppard Avenue E,,True,,,,,True,False,False,True,True,True,True,True,7tUmASg6tOmh_DcIz2R7SQ,"Restaurants, Italian",Toronto,11:0-0:0,11:0-23:0,11:0-0:0,11:0-22:0,11:0-0:0,11:0-23:0,11:0-23:0,43.7750926,-79.3240124,Joe Maggiano's Italian Eatery & Bar,,M2J 1X1,9,2.0,ON,False,False,False,False,False,False,False,False,,,,,,,False,False,False,True,False,3 days 14:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
325 King Street W,True,True,False,,False,,False,True,False,True,True,True,False,,Pueu_ofuGNpX2dRf-GHt_A,"Italian, Restaurants",Toronto,17:0-1:0,,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,43.6461973301,-79.3911541475,Forget About It,Entertainment District,M5V 1J5,42,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
294 Adelaide Street W,,True,,,False,,False,True,False,True,True,True,False,True,M8jzd1hpwI8p0JqcBCINZw,"Restaurants, Italian",Toronto,,,,,,,,43.6477016,-79.3908876,Alice Fazooli's,Entertainment District,M5V 1P6,29,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
565 Danforth Avenue,,,,,,,,,,,,,,,Ik3CEeFyMFDnqrhc30NubQ,"Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Italian, Food",Toronto,10:0-0:0,10:0-22:0,10:0-0:0,10:0-22:0,10:0-0:0,10:0-23:0,10:0-23:0,43.678381,-79.346957,The Mad Italian,Greektown,M4K 1P9,3,4.5,ON,,,,,,,,,,,,,,,,,,,,3 days 20:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1528 Danforth Avenue,True,True,True,,True,,True,True,True,True,True,True,True,,scDoMngWB0k37qgb7Ec-tQ,"Italian, Pizza, Restaurants, Salad, Event Planning & Services, Caterers",Toronto,12:0-22:0,12:0-21:0,13:0-22:0,,12:0-21:0,12:0-21:0,12:0-21:0,43.6833225,-79.3248004,Gerrard Pizza,The Danforth,M4J 1N4,20,3.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
101 Portland Street,True,True,True,,False,,False,True,True,True,True,True,True,True,B70iTJjcPkuYn8ouUewWgw,"Restaurants, Italian",Toronto,11:30-1:0,11:30-22:0,11:0-1:0,11:0-22:0,11:30-23:0,11:30-22:0,11:30-22:0,43.6450021311,-79.400309337,Gusto 101,,M5V 2N3,769,4.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 09:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1078 Bathurst Street,True,True,,False,False,True,True,True,False,True,True,True,True,False,wC-6zUGK5Cx3qW8IjvJxpw,"Bars, Nightlife, Pubs, Restaurants, Italian",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,43.6724821,-79.4143711,Mayday Malone's Pub & Ristorante,Seaton Village,M5R 3G9,9,3.0,ON,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4 days 09:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
69 Yorkville Ave,,,,,True,,,,,True,,,,,AbL1xoa1-RVFZwtAk_oYuw,"Restaurants, Italian",Toronto,,,,,,,,43.6711791,-79.3909506,True Restaurant,Yorkville,M5R 1B8,10,3.0,ON,,,,,,,,,False,False,True,True,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
401 Bloor Street E,True,True,,False,True,True,False,False,False,True,True,True,True,,gju80t2hbwvCx6-JExZF3g,"Italian, Bars, Pizza, Wine Bars, Nightlife, Restaurants",Toronto,11:0-22:0,11:0-22:0,14:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.6721292,-79.3774052,Sfizio Pizzeria & Wine Bar,,M4W 1H7,35,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3 days 03:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
95 King Street E,True,True,True,True,False,True,True,False,True,True,True,True,True,False,v6n7iPus9739N0VHR_v2rQ,"Cocktail Bars, Dance Clubs, Restaurants, Canadian (New), Bars, Lounges, Nightlife, Italian",Toronto,11:0-21:0,11:0-14:0,15:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,43.6498073,-79.3747921,Stori Aperitivo Bar,St. Lawrence,M5C 1G3,15,1.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,4.0,,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
579 Mount Pleasant Road,True,True,True,,True,,False,False,False,True,True,True,True,,x1IPOlH_O5D3qZdZo6YyEA,"Italian, Restaurants",Toronto,11:30-22:0,11:30-22:0,11:0-22:0,11:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,43.7035596,-79.3879764,Florentia,Mount Pleasant and Davisville,M4S 2M5,21,3.5,ON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3 days 02:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
21 Baldwin Street,False,True,False,,False,,False,True,True,True,True,True,True,True,2KooqK40Nd80sgIPE2ScyA,"Restaurants, Italian",Toronto,11:0-23:0,11:0-22:0,10:0-23:0,10:0-22:30,11:0-22:0,11:0-22:0,11:0-22:0,43.6559258,-79.3929262,Sambuca Grill,Downtown Core,M5T 1L1,34,3.5,ON,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 09:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
589 College Street,True,True,,,False,,False,True,True,True,False,False,True,,7bkA-nYNZTAAXF9i5-o-Kw,"Pizza, Italian, Restaurants",Toronto,17:0-0:0,17:0-22:0,17:0-0:0,17:0-22:0,17:0-0:0,17:0-22:0,17:0-22:0,43.6552211,-79.4134057,A3 Napoli,Little Italy,M6G 1B2,29,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1 days 17:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
"219 Fort York Boulevard, Unit 8",True,,True,,True,,True,True,True,True,True,True,True,True,3psSpUMwT4zdNca2pOPxRw,"Restaurants, Italian, Pizza",Toronto,10:0-1:0,10:0-23:0,10:0-1:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,43.6366044,-79.4054293,Fort York Pizzeria,,M5V 1B1,14,2.5,ON,False,False,False,False,False,False,False,False,False,True,True,True,False,False,,,,,,3 days 23:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
574 College Street,False,True,True,True,False,,True,,True,True,True,,True,,eMP3ffj6Zr7o3tY2G6EgSQ,"Tapas/Small Plates, Nightlife, Bars, Italian, Restaurants",Toronto,17:0-2:0,,17:0-2:0,17:0-2:0,17:0-2:0,,17:0-2:0,43.6554165,-79.4129672,CSB,Little Italy,M6G 1B3,11,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,2.0,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3441 Yonge Street,True,True,True,,True,,False,False,True,True,True,True,True,True,c8DsYusKjQYUxnTj9BtVvA,"Food Delivery Services, Restaurants, Gluten-Free, Italian, Pizza, Food",Toronto,17:0-23:0,17:0-22:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,43.7335568,-79.4043843,Piazzetta Trattoria,,M4N 2N1,24,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 13:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
156 Front Street W,True,True,True,,True,,True,True,False,True,True,True,True,False,-L88B-PrtzwujhLuYc2k_g,"Italian, Restaurants, Gluten-Free",Toronto,11:30-23:0,11:30-21:0,12:0-23:0,12:0-21:0,11:30-23:0,11:30-22:0,11:30-22:0,43.6453652,-79.3843545,Joe Badali's Ristorante Italiano & Bar,Downtown Core,M5J 2L6,118,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 01:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
