address,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,negative_reviews,neutral_reviews,positive_reviews,stars
864 Bloor Street West,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,quiet,,False,casual,,False,True,1.0,False,True,True,,,no,k_90gSYkCpPuTPlgMzVd8g,"Breakfast & Brunch, American (Traditional), Restaurants",Toronto,7:0-15:0,7:0-15:0,7:0-16:0,7:0-16:0,7:0-15:0,7:0-15:0,7:0-15:0,1,43.6624388384,-79.4245004654,Eggsmart,Christie Pits,M6G 1M7,16,ON,american,8.0,1.0,7.0,2.0
3 Baldwin Street,,,beer_and_wine,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}",,,,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,False,,,,False,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,False,2.0,True,True,False,,False,free,_BAewGvIIzrNJtCzViIvSQ,"Japanese, American (Traditional), Restaurants",Toronto,16:30-0:0,17:30-22:30,16:30-0:0,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,1,43.6561157,-79.39238409999999,Omai Restaurant,Downtown Core,M5T 1L1,32,ON,american,3.0,1.0,28.0,4.0
147 Spadina Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,False,True,2.0,True,True,True,,,no,cQyeji3UDzBuO_7bq89dFA,"American (Traditional), Restaurants",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,0,43.6480081,-79.3958459,The Tavern by Trevor,Entertainment District,M5V 2L7,52,ON,american,6.0,4.0,42.0,3.5384615384615383
1028 Danforth Avenue,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,True,True,2.0,True,False,True,,True,free,sBRt5i-9MzlnEoTwvdlBrA,"Fast Food, Halal, Restaurants, Food, Soul Food, American (Traditional)",Toronto,11:30-23:0,11:30-22:0,13:0-23:0,14:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,43.6807629,-79.3365283,Holy Chicken,The Danforth,M4J 1M2,9,ON,american,2.0,,7.0,3.7777777777777777
"220 Yonge Street, Level 4",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,False,True,2.0,True,True,True,,True,free,siG1NvTQrnJ9OT-FPAx4WA,"Restaurants, American (Traditional)",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0,43.6514786657,-79.3824005127,Mr Greenjeans Restaurant & Bar,Downtown Core,M5B 2H1,53,ON,american,14.0,3.0,36.0,2.7547169811320753
1252 The Queensway,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,False,casual,,True,True,1.0,False,,True,,True,free,VoJbh0ad4x5lnWPHx1sxVQ,"Cafes, Antiques, Shopping, Desserts, American (Traditional), Internet Cafes, Food, Gluten-Free, Restaurants",Toronto,9:0-18:0,,9:0-18:0,,9:0-18:0,9:0-18:0,9:0-18:0,1,43.6215103,-79.52507,Tartistry,Etobicoke,M8Z 1S2,17,ON,american,,4.0,13.0,4.529411764705882
"92 King St. E., Unit 114",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,True,casual,,False,True,2.0,True,True,True,no,,free,Pube7dRYQoptIn0OA0GpdQ,"Barbeque, Nightlife, Chicken Wings, Sports Bars, Bars, American (Traditional), Restaurants",Toronto,11:0-1:0,11:0-0:0,11:30-0:0,11:30-0:0,11:0-1:0,11:0-1:0,11:0-1:0,1,43.6500732,-79.3748906,St. Louis Bar & Grill,Downtown Core,M5C 2B8,39,ON,american,5.0,4.0,30.0,3.5641025641025643
3401 Dufferin Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,False,,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,loud,,False,casual,,False,True,2.0,False,True,True,,,no,htVvtLIFftBLqzRISjReDw,"Food, Burgers, Restaurants, Pizza, American (Traditional), Desserts",Toronto,11:30-0:30,11:30-23:0,10:0-0:30,10:0-23:0,11:30-23:0,11:30-23:0,11:30-23:0,1,43.7246843,-79.4541729,The Cheesecake Factory,,M6A 2T9,358,ON,american,65.0,46.0,247.0,3.217877094972067
250 Eglinton Avenue  W,,,full_bar,,,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,average,,False,casual,,False,True,2.0,,True,True,,False,,LAn2cS9zOX54OPtj8W97XQ,"Canadian (New), Restaurants, American (Traditional)",Toronto,11:30-2:0,11:30-0:30,11:30-2:0,,11:30-1:0,11:30-0:30,11:30-0:30,0,43.7053841,-79.4065686,Shoeless Joe's Sports Grill,Yonge and Eglinton,M4R 1A7,5,ON,american,1.0,2.0,2.0,2.0
390 Queens Quay W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,False,,,False,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,False,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,casual,,False,True,2.0,True,True,True,outdoor,True,free,EwoQiXlVP868y7j2lP46vQ,"Bars, Restaurants, Food, American (Traditional), Juice Bars & Smoothies, Nightlife",Toronto,,,,,,,,1,43.6384308,-79.3906356,Loch & Quay,Harbourfront,M5V 3A6,22,ON,american,,2.0,20.0,4.590909090909091
2897 Dundas Street W,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,casual,,,False,1.0,False,,True,,,no,k2fD2NxXEI4CrDtsBn6tCw,"Sandwiches, American (Traditional), Restaurants, Salad, Fast Food, Food",Toronto,7:0-23:0,7:0-23:0,8:0-23:0,9:0-22:0,7:0-23:0,7:0-23:0,7:0-23:0,1,43.665562933800004,-79.4658888912,Subway,The Junction,M6P 1Z1,3,ON,american,1.0,,2.0,2.6666666666666665
2737 Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tYWyIOpQLgT3YrwbFkxb1A,"Restaurants, American (Traditional), Caribbean",Toronto,11:0-23:0,11:0-22:0,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,1,43.6889867,-79.2974482,Reidies Patties,The Danforth,M4C 1L8,3,ON,american,3.0,,,1.3333333333333333
1094 Yonge Street,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,True,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,,,,False,2.0,False,,True,,,,BQDFlWHyabvHIlx6HGxR3Q,"American (Traditional), Food, Breakfast & Brunch, Restaurants",Toronto,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:0,1,43.6783169543,-79.3901964494,Pantry,Summer Hill,M4W 2L6,4,ON,american,1.0,,3.0,3.75
963 Bloor Street W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,False,False,False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': True}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': True, 'live': False, 'video': True, 'jukebox': True}",average,,True,casual,,False,True,2.0,,True,True,outdoor,False,free,zBrm-ejSU0QwDlpFyCs9zQ,"Chicken Wings, Sports Bars, Burgers, Nightlife, American (Traditional), Restaurants, Bars",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,43.66121070000001,-79.4286119,Hurricanes Roadhouse Restaurant,Dovercourt,M6H 1L7,38,ON,american,9.0,3.0,26.0,3.4210526315789473
590 Keele St,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,,,,,,,,,casual,,True,True,2.0,True,,True,,,,CPIZ2HxNOiBqpsL3VTFnjQ,"Comfort Food, Chicken Shop, American (Traditional), Restaurants",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.67159275310001,-79.467455261,Swiss Chalet Rotisserie & Grill,The Junction,M6N 3E2,14,ON,american,3.0,2.0,9.0,3.2857142857142856
1571 Sandhurst Circle,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,loud,,True,casual,,False,True,2.0,True,True,True,,,no,k7D1eFxN-_Ry491C-RiMpw,"Restaurants, American (Traditional), Chicken Wings",Toronto,,,,,,,,1,43.80889420000001,-79.2698542,Wild Wing,Milliken,M1V 1V2,19,ON,american,11.0,2.0,6.0,1.736842105263158
75 Saint Nicholas Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1TTRvtMCDoxalOU6mUycg,"Comfort Food, Restaurants, American (Traditional), Burgers, Sandwiches",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,1,43.6676766,-79.3865331,Cabano's Comfort Food,Downtown Core,M4Y 0A5,3,ON,american,,,3.0,5.0
610 College Street,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,False,,,,,zsLKMCnwK_NmZJkI7TJk1A,"Chicken Shop, American (Traditional), Comfort Food, Restaurants",Toronto,,,,,,,,0,43.6551109,-79.4145053,Brando's Fried Chicken,Little Italy,M6G 1B4,3,ON,american,,,3.0,5.0
220 Bloor St W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,,,,False,,quiet,,,dressy,,False,True,3.0,True,True,,,,paid,35Mdu_9unGIn4pMoQByWFQ,"Restaurants, American (Traditional), Canadian (New)",Toronto,6:30-15:30,6:30-15:30,17:30-22:30,7:0-15:30,17:30-22:30,17:30-22:30,6:30-15:30,1,43.668525,-79.3963728,Signatures Restaurant,The Annex,M5S 1W2,8,ON,american,1.0,2.0,5.0,2.375
426 Danforth Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,very_loud,,True,casual,,False,True,2.0,False,,True,,,,BGoh78jgne5RLAz0YY54Ng,"Bars, Salad, American (Traditional), Restaurants, Chicken Wings, Sandwiches, Nightlife, Sports Bars, Canadian (New)",Toronto,11:30-2:0,11:30-1:0,11:30-2:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,0,43.6779459,-79.3509916,AllStar Wings and Ribs,Greektown,M4K 1P3,18,ON,american,4.0,4.0,10.0,2.7222222222222223
589 King Street W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,False,,,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,True,True,2.0,True,True,True,,False,free,yTWSFoGjkK6pl7kJm8f0Dg,"American (Traditional), Sandwiches, Restaurants, Barbeque",Toronto,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,0,43.644411700000006,-79.40012519999998,Lou Dawg's Southern BBQ,,M5V 1M5,100,ON,american,18.0,16.0,66.0,3.09
"382 Yonge Street, Unit 6",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",True,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,False,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,casual,,False,True,2.0,True,True,True,no,,free,xyAbFNEIFSy_OKNptyzCmg,"American (Traditional), Seafood, Bars, Breakfast & Brunch, Wine Bars, Restaurants, Canadian (New), Nightlife",Toronto,11:30-2:0,11:30-1:0,11:30-2:0,11:30-1:0,11:30-2:0,11:30-1:0,11:30-1:0,1,43.659257,-79.38282559999998,Reds Midtown Tavern,Downtown Core,M5B 1S8,168,ON,american,30.0,6.0,132.0,3.4404761904761907
1544 Bayview Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,False,,,False,,False,True,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,casual,,True,True,2.0,True,True,True,no,True,free,ZpPOiNYi4AHNneI7uco7GQ,"Pubs, American (Traditional), Restaurants, Bars, Nightlife, Sports Bars",Toronto,11:0-2:0,11:0-2:0,9:30-2:0,9:30-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,43.70473670000001,-79.3751209,McSorley's Wonderful Saloon & Grill,Mount Pleasant and Davisville,M4G 3B6,34,ON,american,4.0,1.0,29.0,3.6470588235294117
270 Coxwell Avenue,,,full_bar,,,,,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,False,False,,,False,,,True,,,True,True,,,,True,,,False,True,,True,True,True,outdoor,True,free,2Mnz482BN5VFpJ9vcY84KQ,"American (Traditional), Restaurants, Pubs, Nightlife, Bars, Burgers",Toronto,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,1,43.6730796,-79.31955390000002,JP Restaurant,,M4L 3B6,7,ON,american,1.0,1.0,5.0,4.0
1154 Queen Street W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,,,,,,,,,casual,,False,True,2.0,False,,True,,,,ylDeErfIN72xikRroqYQng,"Restaurants, Cocktail Bars, Beer Bar, Nightlife, Bars, American (Traditional), Pubs",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,43.643079,-79.4249373,Death & Taxes Free House,Beaconsfield Village,M6J 1J5,15,ON,american,1.0,,14.0,3.933333333333333
900 Don Mills Rd,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,True,True,,,no,iqpUIj3nYlZigfojH4bDaA,"Restaurants, Comfort Food, American (Traditional)",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.7269871,-79.3414943,Swiss Chalet Rotisserie & Grill,,M3C 1V6,9,ON,american,1.0,4.0,4.0,2.888888888888889
435 Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZtO4zPjnk_U9ieFbVcjvJw,"Restaurants, Chicken Wings, Fast Food, American (Traditional)",Toronto,,,,,,,,1,43.660737696700004,-79.3826563014,Popeyes Louisiana Kitchen,Downtown Core,M5B 1T3,7,ON,american,6.0,,1.0,1.2857142857142858
14 Madison Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,False,False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}",very_loud,,True,casual,,False,True,2.0,True,True,False,outdoor,False,free,eSp5ge9VAwTywZKlJ_LBvA,"Bars, Nightlife, Pubs, American (Traditional), Restaurants",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,1,43.66784620000001,-79.4033257,Madison Avenue Pub & Restaurant,The Annex,M5R 2S1,132,ON,american,31.0,22.0,79.0,2.856060606060606
12 Kensington Ave,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,False,,,,,False,True,,,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,,,,True,1.0,False,,,,True,,wqHpFkcZmOD8A9eNVRFLNg,"American (Traditional), Restaurants, Food, Bars, Nightlife",Toronto,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,1,43.6531768,-79.4003352,The Last Temptation,Kensington Market,M5T 2J7,56,ON,american,13.0,10.0,33.0,3.1607142857142856
1791 Ave Rd,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,False,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,,,False,casual,,False,True,1.0,False,False,True,,True,,rGZtr_ZfOVfmj9aTLV11Rw,"Fast Food, American (Traditional), Restaurants, Burgers",Toronto,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,1,43.730173,-79.418561,Harvey's,,M5M 3Z3,8,ON,american,2.0,1.0,5.0,2.75
3200 Dufferin Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,True,no,ORyR5StmKX5HjvFEV1oBXQ,"Seafood, Restaurants, American (Traditional)",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,43.7187157,-79.45631230000002,Red Lobster,,M6A 2T3,37,ON,american,9.0,7.0,21.0,2.675675675675676
413 Roncesvalles Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}",,,False,,average,,False,casual,,False,True,2.0,True,True,False,,,no,d_Go5TsiFMIRtCE6XS8Sjw,"American (Traditional), Restaurants",Toronto,17:0-23:0,17:0-22:0,10:0-14:30,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,1,43.6512011,-79.4507834,The Westerly,Roncesvalles,M6R 2N1,80,ON,american,7.0,10.0,63.0,3.8
6347 Yonge Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,False,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",quiet,,True,casual,,False,True,3.0,True,True,False,no,,,ZOyBejO3lpOTx5CKQuyr_g,"Pubs, Barbeque, Lounges, Restaurants, Bars, Nightlife, American (Traditional)",Toronto,11:0-1:0,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,0,43.7961479,-79.41917590000001,LOL Grill & Bar,,M2M 3X7,18,ON,american,5.0,3.0,10.0,1.7777777777777777
"3401 Dufferin Street, Unit 30",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",,False,,,,,,,True,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,True,True,,True,free,cUxsG0rgpE18dMyvyw8Gdg,"American (Traditional), Canadian (New), Steakhouses, American (New), Nightlife, Bars, Restaurants, Lounges",Toronto,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,1,43.726654421800006,-79.4516359374,Moxie's Grill & Bar,,M6A 3A1,87,ON,american,15.0,15.0,57.0,2.9080459770114944
725 Queen Street E,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,loud,,False,casual,,False,True,3.0,True,True,True,,,free,6E6-PZpjz98jlbOs_a3Jtg,"American (Traditional), Restaurants",Toronto,17:0-2:0,,17:0-2:0,17:0-0:0,17:0-2:0,,17:0-2:0,0,43.658896,-79.349192,Riverside Public House,Riverdale,M4M 2H5,16,ON,american,2.0,2.0,12.0,3.25
