address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
6870 S Rainbow Blvd,True,True,True,,True,,True,False,True,True,True,False,True,,j00iBr6uYnwgFs_J5y9f0w,"Italian, Food, Restaurants, Pizza, Pasta Shops, Specialty Food",Las Vegas,11.0,10.0,11.0,10.0,10.0,10.0,10.0,36.064201000000004,-115.24156599999999,Rocco's NY Pizzeria,Spring Valley,89118,244,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,34.0,142.0,3.2704918032786887,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,72.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4111 Boulder Hwy,False,True,False,,True,,True,False,False,True,True,True,True,True,gIPrEKqnJwaAH0ZyvnQHeg,"Restaurants, Steakhouses, American (Traditional), Buffets, Seafood, Mexican, Italian",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.13277100000001,-115.085169,Guadalajara,,89121,54,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,33.0,3.0185185185185186,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8455 W Lake Mead Blvd,True,True,True,,True,,True,True,True,True,False,False,True,,SQ8Tkavc4TJj-2kanEDzLg,"Chicken Wings, Italian, Pizza, Restaurants",Las Vegas,12.0,12.0,12.0,12.0,12.0,12.0,12.0,36.19787792,-115.28049027700001,Red Rock Pizza,Summerlin,89128,161,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,19.0,110.0,3.7515527950310563,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Mc Carran International Airport,False,True,,,True,,False,False,False,False,False,False,True,,zQp4fij2fBaZawyO_ymIEg,"Restaurants, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.083999799999994,-115.1537389,Villa Pizza,Southeast,89119,21,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.0,7.0,2.2857142857142856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"3555 S Town Center Dr, Ste 105",True,True,True,False,True,False,True,True,False,True,True,True,True,True,bPcqucuuClxYrIM8xWoArg,"Bars, Wine Bars, Italian, Nightlife, Pizza, Restaurants",Las Vegas,11.0,11.0,11.0,11.0,11.0,11.0,11.0,36.12484050000001,-115.3252217,Due Forni,South Summerlin,89135,461,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,42.0,394.0,4.143167028199566,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,77.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"4555 S Fort Apache Rd, Ste 112",False,True,True,,True,,True,False,True,True,True,False,True,True,E_jLyf_YuGgMP_rw8tvNSA,"Chicken Wings, Food Delivery Services, Italian, Pizza, Salad, Mediterranean, Restaurants, Sandwiches, Desserts, Food, Event Planning & Services, Caterers",Las Vegas,12.0,12.0,12.0,12.0,12.0,12.0,12.0,36.10647700000001,-115.29806570000001,Niko's Pizza Las Vegas,Spring Valley,89147,212,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,14.0,185.0,4.69811320754717,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3720 S Las Vegas Blvd,False,True,False,,True,,True,False,False,True,True,True,True,True,Ehy00JWQixgoXzisVKhvag,"Pizza, Italian, Restaurants",Las Vegas,11.5,10.5,11.5,10.5,10.5,10.5,10.5,36.107676716,-115.17506169,Cucina by Wolfgang Puck,The Strip,89158,855,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,97.0,675.0,3.9801169590643273,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,75.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
5260 S Fort Apache Rd,,False,False,,True,,False,False,False,True,False,False,False,False,t7Zsr25NK1NlXbS_2CYc1Q,"Restaurants, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0935509,-115.29663799999999,Fazoli's 5268,Spring Valley,89148,12,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,6.0,2.833333333333333,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
80 N Nellis Blvd,True,True,True,False,True,True,False,False,False,True,True,True,True,True,0aw3HbxkZ4G7pkPYt10fhA,"Italian, Nightlife, Restaurants, Wine Bars, Bars, Salad",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.160551299999995,-115.0617047,Olive Garden Italian Restaurant,Sunrise,89110,130,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,15.0,80.0,3.2,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"7240 W Azure Dr, Ste 145",True,True,True,,True,,True,False,True,True,True,True,True,True,OYaL_-uxBCgrE94uNQ4VCA,"Pizza, Restaurants, Salad, Italian, Sandwiches, Desserts, Food",Las Vegas,10.0,5.0,10.0,8.0,10.0,10.0,10.0,36.2744842,-115.25255590000002,Lino's Pizzeria & Italian Cuisine,Centennial,89130,117,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,17.0,84.0,4.0085470085470085,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,63.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6065 S Durango Dr,True,True,True,False,True,True,True,True,True,True,True,True,True,True,CZF9Nm8CFY2R9ZhfwYIARQ,"Screen Printing, Bars, Italian, American (Traditional), Nightlife, Sports Bars, Printing Services, Local Services, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.078641999999995,-115.279971,Giuseppes Bar & Grille Las Vegas,Spring Valley,89113,232,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,24.0,168.0,3.5431034482758617,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
"6370 W Flamingo Rd, Ste 30",True,True,True,,True,,True,True,True,True,True,True,True,True,i-LDatuEXFN3EDZK1sgllQ,"Food, Restaurants, Juice Bars & Smoothies, Desserts, Italian, Spanish, Mexican, Sandwiches",Las Vegas,11.0,10.0,11.0,9.0,11.0,11.0,11.0,36.115157,-115.23201440000001,Aroma Cuisine of the World/Oscar Catering,,89103,35,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,32.0,4.828571428571427,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,74.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5757 Wayne Newton Blvd,,True,,,True,,,False,False,False,True,,True,,czlWRKl1HJwG9p5VZUdIlg,"Restaurants, Italian",Las Vegas,16.0,16.0,16.0,16.0,16.0,16.0,16.0,36.0831603054,-115.14524783899999,Villa Fresh Italian Kitchen,Southeast,89119,6,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,2.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1002 N Rancho Dr,,True,,,,,True,,False,True,False,,True,,t11XP4951u7XmfayZYb5rQ,"Restaurants, Mexican, Italian, Chicken Wings",Las Vegas,8.0,11.0,0.0,11.0,11.0,11.0,11.0,36.182563740999996,-115.179353601,Epollito Mexican Grill,,89106,5,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,0.0,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"6605 Las Vegas Blvd, Ste 145",,True,True,,True,,True,True,False,True,True,True,True,True,Tf13Wexrt6WmNw-CDW5Gyg,"Italian, American (New), Restaurants",Las Vegas,13.0,12.0,13.0,12.0,12.0,12.0,12.0,36.0683629,-115.1726642,Meatball Spot,Southeast,89119,188,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,15.0,131.0,2.6243386243386237,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,86.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7690 W Lake Mead Blvd,True,True,True,,True,,False,False,True,True,True,True,True,True,jO3ikdNbF_TGGv87izTkEg,"Pizza, Event Planning & Services, Food, Caterers, Restaurants, Italian",Las Vegas,12.0,11.0,12.0,10.0,11.0,11.0,11.0,36.1972178336,-115.264131725,Buca di Beppo Italian Restaurant,Summerlin,89128,276,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,35.0,175.0,3.1956521739130435,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,78.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
9905 S Eastern Ave,True,True,True,,True,,False,False,False,True,True,True,True,True,NFMD_-wFrbfdhTcdHPDCZQ,"Restaurants, Food, Desserts, Pizza, Italian",Las Vegas,10.0,10.0,10.0,0.0,10.0,10.0,10.0,36.01008560000001,-115.11865630000001,Montesano's Eateria,Anthem,89183,322,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,32.0,268.0,4.251552795031056,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,60.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3675 S Durango Dr,,True,,,,,,,True,True,True,,True,,lCZ1pvgb9i3c2y55XalbhA,"Sandwiches, Pizza, Restaurants, Italian",Las Vegas,10.0,10.0,10.0,0.0,10.0,10.0,10.0,36.1227559,-115.27952490000001,Soup's Chi-Town Kitchen,Spring Valley,89147,6,NV,italian,Las Vegas_italian_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,3.1666666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2411 W Sahara Ave,True,True,True,,True,,True,False,False,True,False,True,True,True,Z0o7EnCj3fgzC7E3QRabhQ,"Pizza, Italian, Restaurants",Las Vegas,7.0,6.0,12.0,11.0,6.0,6.0,6.0,36.142781899999996,-115.1747468,Little Tony's,,89102,172,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,13.0,142.0,4.058139534883721,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,54.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"103 E Charleston Blvd, Suite 107",,True,,,True,,False,False,False,True,True,True,True,,aveqqTTutqV5tOl3_SeI8A,"Restaurants, French, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.171184000000004,-115.21162199999999,Tinoco's Bistro,Westside,89107,9,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,8.0,4.5555555555555545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3441 W Sahara Ave Ste B2,,True,,,True,,,False,True,True,,True,True,True,ro4h-3oXNxk4KLa6__jV5Q,"Delis, Italian, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1432936,-115.1873861,Montesano's Italian Deli,Westside,89102,4,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,4.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8975 S Eastern Ave,,True,,,True,,,True,True,False,True,True,True,True,zoYIwHGvnglmrZD0RqhRIA,"Restaurants, Italian",Las Vegas,12.0,11.0,11.0,0.0,12.0,11.0,11.0,36.02624,-115.119129,La Focaccia,Southeast,89123,27,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6.0,17.0,2.7777777777777777,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,68.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3645 Las Vegas Blvd S,False,True,False,,True,,True,False,False,True,False,False,True,,aoXb8mDCyb-XbkITiIfYVA,"Restaurants, Pizza, Salad, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1138813378,-115.168983289,Sbarro,The Strip,89109,46,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,11.0,19.0,2.6956521739130435,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"420 S Rampart Blvd, Ste 180",True,True,True,False,True,True,True,True,True,True,True,True,True,True,eBj_YyJU5jVu6tbZCkdtDA,"Pizza, Nightlife, Bars, Italian, Restaurants, Cocktail Bars",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.1671901,-115.2855925,Brio Tuscan Grille,Westside,89145,505,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,41.0,405.0,3.7861386138613864,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,79.0,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3385 S Durango Dr,True,True,True,,True,,True,False,True,True,False,True,True,True,R073RHVTWuUc_JabjD0bsA,"Italian, Salad, Restaurants, Pizza, Sandwiches",Las Vegas,12.0,11.5,12.0,11.5,11.5,11.5,11.5,36.128132,-115.279908,Villa Pizza Durango,Spring Valley,89117,116,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,15.0,83.0,3.9827586206896552,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,81.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4608 Paradise Rd,True,True,True,,True,,True,False,True,True,True,True,True,True,HyKxWC9PrqlODjO-CBCIZA,"Pizza, Chicken Wings, Italian, Sandwiches, Mexican, Tacos, Restaurants",Las Vegas,14.0,12.0,14.0,14.0,14.0,12.0,12.0,36.106057,-115.15120300000001,Naked City Pizza On Paradise,Eastside,89169,339,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,43.0,229.0,3.7256637168141586,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,92.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
5589 W Charleston Blvd,True,True,True,False,False,True,True,False,False,True,False,True,True,,Zx4iQCmQfAaXvwPc3TlF9Q,"Nightlife, Bars, Italian, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15876110000001,-115.2182327,The Tap House,Westside,89146,125,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,9.0,97.0,3.944,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0.0,5.0,5.0,2.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
"Wynn Las Vegas, 3131 Las Vegas Blvd S",,True,,,False,,,False,False,True,True,True,False,True,ANAGlfG4ELW3jiO62GQ1zw,"Italian, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1268768,-115.16587320000001,Corsa Cucina,The Strip,89136,20,NV,italian,Las Vegas_italian_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,17.0,3.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"1775 E Tropicana Ave, Ste 200",True,True,True,,False,,True,False,True,True,True,False,True,False,DHa-YDvcs_0LeOT9ojUQWw,"Italian, Pizza, Restaurants, Chicken Wings, Salad",Las Vegas,12.0,12.0,12.0,8.0,12.0,12.0,12.0,36.0993309,-115.1285043,Magura's,Southeast,89119,7,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,6.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"6485 S Rainbow Blvd, Ste M105",,True,False,,True,,True,True,False,True,True,True,True,True,mE-isLpfMbdQpOmb-WWo3w,"Restaurants, Italian, Pizza",Las Vegas,15.0,11.0,15.0,9.0,11.0,11.0,11.0,36.07097,-115.243522,3 Tomatoes and A Mozzarella,Spring Valley,89118,53,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,13.0,34.0,3.2830188679245285,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,83.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2333 E Sahara Ave,False,True,True,,False,,True,False,False,True,True,True,True,True,4Odbtgh9g8XUKorRg7MTHg,"Dance Clubs, Restaurants, Italian, Nightlife",Las Vegas,5.0,0.0,5.0,5.0,5.0,0.0,5.0,36.145455149600004,-115.116317666,Italian American Club Restaurant,Downtown,89104,174,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,10.0,153.0,4.442528735632184,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,25.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
