address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
2511 17 Avenue SW,True,True,True,,True,,False,True,True,True,True,False,True,True,R_vxWn7iZNGZWP4FK8uJFw,"Pizza, American (Traditional), Restaurants, Halal, Gluten-Free",Calgary,10.0,10.0,10.0,10.0,10.0,10.0,10.0,51.0376596,-114.1185012,The Village Flatbread,,T3E 7V3,16,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,70.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"19489 Seton Boulevard SE, Suite 1010",True,True,,,True,,True,True,False,True,True,True,True,,YIc5S_bxKj8QYAwZERPHyA,"Restaurants, Breakfast & Brunch, American (Traditional)",Calgary,14.0,14.0,14.0,12.0,14.0,14.0,14.0,50.8801003122,-113.959326072,Ricky's All Day Grill,,T3M 1T4,7,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,96.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
8001 11th St SE,True,True,False,,True,,True,False,False,True,False,True,True,True,d6vdk0zAYW3Y_9QuZr0-IQ,"Diners, Restaurants, Breakfast & Brunch, American (Traditional)",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9825411813,-114.04504627,Denny's,,T2H 0B8,11,2.5,AB,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6455 MacLeod Trail SW,True,True,False,,True,,True,True,False,True,False,True,True,True,6wr8nHxkj9dDzp0jzd38Kw,"Food, Beer, Wine & Spirits, Restaurants, American (Traditional), Canadian (New)",Calgary,14.0,13.0,14.0,13.0,14.0,13.0,13.0,50.9960989586,-114.073416327,JOEY Chinook,,T2H 0K8,61,3.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,94.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"140 Stewart Green SW, Westhills Town Centre",True,True,False,False,True,True,True,True,False,True,True,True,True,False,CEz-iyFJ8GvPt0DQtWjuKA,"Restaurants, Cocktail Bars, Comfort Food, Bars, Canadian (New), American (New), Nightlife, Shopping, Shopping Centers",Calgary,12.5,11.5,12.5,11.5,11.5,11.5,11.5,51.0166808,-114.1673072,Earls Kitchen + Bar,,T3H 3C8,29,3.5,AB,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,82.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
6455 Macleod Trail SW,False,True,False,False,True,True,True,False,False,True,True,True,False,,j6__keNWOE8bVP_KVFs9cA,"American (New), Cocktail Bars, French, Nightlife, Brasseries, Canadian (New), Comfort Food, Restaurants, Bars",Calgary,10.0,10.0,10.0,8.0,10.0,10.0,10.0,51.0008176764,-114.07364243,Bazille-Nordstrom,,T2H 0K8,39,4.0,AB,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,68.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5015 4th St NE,False,True,False,,True,,True,False,False,True,False,True,True,,1D-5uvzEiTljiq69uSjWHg,"American (Traditional), Diners, Restaurants, Breakfast & Brunch",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0968723675,-114.054535567,Denny's,,T2K 6K2,11,4.0,AB,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5909 Signal Hill Drive SW,True,True,,False,False,True,True,True,False,True,False,True,True,True,Lg0LvQXlpSBBCvDE6wlO9w,"Bars, Irish Pub, American (Traditional), Restaurants, Nightlife, Sports Bars",Calgary,15.0,13.5,17.0,15.0,13.5,13.5,13.5,51.017772596,-114.17384762,Seanachie Irish Pub,,T3H 3P8,34,3.0,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,101.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
3010 23rd Street NE,False,True,,,True,,True,True,False,True,True,False,True,,fYqz_q3c-HC3R5vreCvfpw,"American (Traditional), Restaurants, Steakhouses, Seafood",Calgary,12.0,0.0,12.0,0.0,12.0,12.0,12.0,51.079836392,-114.002616315,Tony Roma's,,T2E 8R7,21,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
14935 Deer Ridge Drive SE,True,True,True,,True,,True,True,False,True,True,True,True,,0jVLEi0Y5hfwApkpD25r6A,"Barbeque, Soul Food, Breakfast & Brunch, Restaurants, American (Traditional)",Calgary,11.0,10.0,11.0,10.0,10.0,10.0,10.0,50.9309509724,-114.026833308,Big T's Bbq and Smokehouse,,T2J 7C4,40,4.0,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,72.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
628 8th Avenue SW,,,,,False,True,,,,True,True,True,True,,ZKjG_eiChI5Zlt4fiwz9WQ,"Nightlife, American (Traditional), Bars, Dance Clubs, Gay Bars, Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.046083,-114.075412,Backwards Restaurant & Night Club,,T2P 1G4,7,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1167 Kensington Crescent NW,True,True,False,False,False,True,True,True,False,True,True,True,True,,9NbXXKZ1lB7w7QaApCArOQ,"Restaurants, Bars, Nightlife, Pubs, American (Traditional)",Calgary,15.0,15.0,15.0,15.5,15.0,15.0,15.0,51.052103,-114.08963,Side Street Pub & Grill,,T2N 1X7,13,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,105.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
265 Shawville Blvd S E,True,True,True,,True,,True,False,True,True,True,True,True,True,tnS-bmuvH8DNA3-xXA-wtQ,"American (Traditional), Diners, Comfort Food, Restaurants",Calgary,10.5,10.5,10.5,10.5,10.5,10.5,10.5,50.9016475,-114.0655678,Swiss Chalet Rotisserie & Grill,,T2Y 3H9,7,4.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
"5455 Falsbridge Dr, Ne",,True,,,True,,,,,True,True,,True,,JG1J5JP7HIRWhjZKebOtYw,"Fast Food, Barbeque, Restaurants, American (Traditional), Comfort Food",Calgary,11.0,11.0,11.0,10.5,11.0,11.0,11.0,51.0975103,-113.9568659,Swiss Chalet Rotisserie & Grill,,T3J 3E8,7,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
"2121 36th St NE, Sunridge Mall",False,True,True,False,True,True,True,True,True,True,False,True,True,True,kaLQwmlpfObNrYk_2yq74g,"American (Traditional), Bars, Burgers, Nightlife, Sports Bars, Canadian (New), Food, Restaurants",Calgary,12.0,10.0,12.0,10.0,10.0,10.0,10.0,51.0721116,-113.9827255,Applebee's Grill + Bar,,T1Y 5S3,21,3.5,AB,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,74.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
601 8th Ave SW,True,True,False,,False,True,True,True,False,True,True,True,True,,UNHmMNBgjzAgpd0-3_NP6w,"Bars, Nightlife, Canadian (New), American (Traditional), Restaurants, Wine Bars, Breakfast & Brunch",Calgary,2.0,13.0,2.0,0.0,2.0,13.0,13.0,51.0457011,-114.0741299,State & Main,,T2P,13,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0,2.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
6535 4th Street NE,True,True,,False,,True,True,False,,True,True,,,,G6PnUFDzF9vKJ2KHth0qUg,"Nightlife, Bars, Sports Bars, Restaurants, American (Traditional)",Calgary,15.0,15.0,15.0,13.0,15.0,15.0,15.0,51.1117754633,-114.056238384,Captains,,T2K,11,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
815 7 Avenue SW,,True,,,True,,,True,,True,True,True,False,True,V0SJqlzkrobar95ipT--Qw,"Canadian (New), American (New), Restaurants",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0469568,-114.0797575,Oh! Canada Restaurant & Bar,,T2P 3P7,6,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"5149 Country Hills Boulevard NW, Unit 510",False,True,,,True,,True,False,False,True,False,True,False,,Zy7S0_eLocqxioh1YayxHg,"Diners, Breakfast & Brunch, American (Traditional), Restaurants",Calgary,14.0,14.0,14.0,12.0,14.0,14.0,14.0,51.1379078,-114.1587994,Ricky's All Day Grill,,T3A 5K8,11,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1220 Kensington Rd NW,True,True,,False,False,True,True,True,False,True,True,True,True,,dJsp8s2GAW5tsLWLc1BIQQ,"Pubs, Diners, Canadian (New), American (Traditional), Nightlife, Bars, Restaurants",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0526861,-114.0898231,Original Joe's,,T2N 3P5,31,3.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,105.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
223 8th Avenue SW,True,,,,,,,,False,True,True,,,,RGMLAOPHFTkPKyve5CrOtg,"Bars, American (Traditional), Nightlife, Restaurants, Pubs",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0457548228,-114.066189077,Celtic Cellar - The Unicorn,,T2P 1B5,3,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
888-7th Avenue SW,True,True,False,,True,,True,True,False,True,True,True,True,,-hBRP99YCr_8Xb8WG5YQmg,"Canadian (New), Restaurants, Lounges, Nightlife, American (New), Steakhouses, Bars, American (Traditional)",Calgary,19.0,18.0,18.0,18.0,18.0,18.0,18.0,51.0472918,-114.0808518,Moxie's Grill & Bar,,T2P 3J3,42,3.5,AB,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,127.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5010 4Th St N E,,True,False,,True,,False,False,True,True,True,True,True,True,Z7ke3AwtaPpbkYzheQGNTw,"Restaurants, Comfort Food, American (Traditional)",Calgary,10.5,10.5,10.5,10.5,10.5,10.5,10.5,51.0968064,-114.0529665,Swiss Chalet Rotisserie & Grill,,T2K 5X8,5,1.5,AB,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2401 4th Street,True,True,False,False,True,True,True,True,False,True,True,True,True,True,hjBVqvMoffXYxcNj_stq4A,"Canadian (New), Tapas Bars, Lounges, Nightlife, Bars, Restaurants, Cocktail Bars, Comfort Food, American (New)",Calgary,15.0,13.0,13.0,13.0,14.0,13.0,14.0,51.0313199,-114.0719679,Earls Kitchen + Bar,,T2S 1X5,54,3.5,AB,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,95.0,0.0,5.0,2.0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
"318 Aspen Glen Landing SW, Ste 112",True,True,False,,False,True,True,True,False,True,False,True,True,,RTsDj3iPnmzb74hu98Dv0Q,"Soup, Burgers, Nightlife, Bars, American (Traditional), Breakfast & Brunch, Restaurants",Calgary,15.0,13.0,15.0,13.0,15.0,13.0,13.0,51.0392565704,-114.208273282,Original Joe's,,T3H 0E9,15,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,97.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2015 33 Avenue SW,True,True,True,,True,,False,True,True,True,True,True,True,True,Aof6UNm8ZMq_YvHt0Bt7pQ,"Restaurants, Cafes, American (Traditional), Arts & Entertainment",Calgary,14.0,6.0,15.0,12.0,11.0,11.0,11.0,51.023747,-114.107994,Pips Board Game Cafe,,T2T 1Z5,31,3.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,80.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
3010 23rd St. N.E.,True,True,,,True,,True,False,False,True,True,True,True,True,th-nbX4ir_XmyCRFMN6Emg,"Barbeque, American (Traditional), Seafood, Steakhouses, Restaurants",Calgary,12.0,0.0,12.0,0.0,12.0,12.0,12.0,51.0798557,-114.0025499,Tony Roma's,,T3G 4J8,22,2.5,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,60.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5010 4th Street NE,True,True,True,False,False,True,True,True,True,True,True,False,True,True,POIe1nLnPEmmPBiAbkf8jA,"Pubs, Restaurants, Bars, American (Traditional), Nightlife",Calgary,15.0,13.0,14.0,9.0,14.0,13.0,13.0,51.096610584,-114.052992322,Gallaghers Pub,,T2K 5X8,17,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,91.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2620 32nd Street NE,True,True,False,False,True,True,True,True,False,True,True,True,True,,pVUREc8CHpzVKt57Sdlkvg,"Bars, American (Traditional), Sports Bars, Chicken Wings, Restaurants, Nightlife, Burgers",Calgary,13.0,12.0,13.0,12.0,13.0,12.0,12.0,51.0765824777,-113.988123089,Buffalo Wild Wings,,T1Y 7L8,33,3.5,AB,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,87.0,0.0,5.0,2.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
5119 Elbow Drive SW,True,True,,,True,,True,False,False,True,True,True,True,,kEv0__4xUAREvTCPHsXEzQ,"Restaurants, Burgers, Pizza, Salad, American (New)",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9997155184,-114.082896325,Browns Socialhouse,,T2H 0R8,26,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
109 8th Ave SW,True,True,False,,False,,True,True,False,True,True,True,True,True,wJVW-Bgc9j2aaMnwI7TH3Q,"Bars, Nightlife, Canadian (New), Restaurants, American (New), American (Traditional)",Calgary,15.0,15.0,15.0,15.0,15.0,15.0,15.0,51.0453002,-114.0636875,Original Joe's,,T2P 1B4,42,3.0,AB,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,105.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
13200 Macleod Trail SW,False,,,False,True,True,True,False,False,True,True,True,True,,Zt0QMQoIy5T213cc8wC3Sg,"Nightlife, Bars, American (Traditional), Gluten-Free, Restaurants",Calgary,15.0,13.0,15.0,12.0,14.0,13.0,14.0,50.933957023,-114.069256559,The Smith Restaurant and Bar,,T2J,6,3.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2480 37th Ave NE,False,True,False,False,True,True,True,True,False,True,False,True,True,,FJql8i65mbx7Zjvt-LtqtQ,"Sports Bars, Nightlife, American (Traditional), Canadian (New), Restaurants, Tex-Mex, Bars",Calgary,13.0,12.0,13.0,11.0,12.0,12.0,12.0,51.0873955,-114.0026063,Chili's Texas Grill,,T2E 8S6,12,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
29 Hopewell Way NE,True,True,False,,True,True,True,True,False,True,True,True,True,True,Kgu-Ny8xoYtiUQp0wa7vwQ,"Restaurants, Steakhouses, Bars, American (Traditional), Canadian (New), Lounges, Nightlife",Calgary,19.0,18.0,19.0,18.0,18.0,18.0,18.0,51.0948364198,-114.000695563,Moxie's Grill & Bar,,T3J 4V7,47,3.5,AB,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,128.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
117 Bowridge Drive NW,True,True,False,,True,,True,False,False,True,False,True,True,,oBV3dUR6gjci4bKK5ZcbqQ,"Diners, American (Traditional), Restaurants, Breakfast & Brunch",Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.085073,-114.208441,Denny's,,T3B 3P6,13,2.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2612 39 Avenue NE,False,True,False,False,False,True,True,True,False,True,True,True,True,True,B9Qt4Eyk3lpz2LEtGU205g,"Cocktail Bars, Canadian (New), Nightlife, Cafes, Restaurants, American (New), Bars",Calgary,14.0,13.0,14.0,13.0,14.0,13.0,13.0,51.0895171414,-114.000813301,Cactus Club Cafe,,T1Y 7J9,128,4.5,AB,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,94.0,0.0,5.0,2.0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
6920 Macleod Trail S,True,True,False,,False,,True,False,False,True,True,True,False,True,mgQGkdI-qpj7ugWD0Q2LpA,"Restaurants, American (New), Seafood, Breakfast & Brunch, Tapas Bars, Bistros, Steakhouses",Calgary,6.5,5.5,6.5,4.5,5.5,5.5,5.5,50.9919868,-114.0714713,Tango Bistro,,T2H 0L3,64,4.0,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
102 10 Street NW,True,True,False,,True,,True,True,False,True,True,True,True,,5QqzW0GZKqRpJVW17BRzvw,"Canadian (New), Burgers, American (Traditional), Restaurants",Calgary,13.5,10.0,14.0,11.0,11.5,10.0,11.5,51.0522167,-114.0854951,Lot 102,,T2N 1V3,15,3.5,AB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1331  17th Avenue SW,True,True,False,False,False,True,True,True,False,True,True,True,True,True,Kdhcw8qUBTmv_4UQv8pymA,"Sports Bars, American (Traditional), Restaurants, Nightlife, Bars",Calgary,15.0,12.0,16.0,16.0,13.0,13.0,13.0,51.0376388,-114.0926576,Home & Away,,T2T 0C4,43,3.5,AB,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,98.0,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1330 15 Avenue SW,True,True,False,False,False,True,True,False,,True,True,True,True,True,WzVc5o_bXS2C-ND7eEzwSg,"Nightlife, Restaurants, American (Traditional), Pubs, Bars",Calgary,15.0,14.0,15.0,13.0,14.0,14.0,14.0,51.0396774,-114.0935223,Mugs Restaurant & Pub,,T3C 0X7,22,3.5,AB,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,99.0,0.0,5.0,2.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
"4820 Northland Dr NW, Ste 105",True,True,,False,False,True,True,True,False,True,True,True,True,,PTA2UabEg0MdiHJWNsgeGQ,"Chicken Wings, Nightlife, Bars, Restaurants, American (Traditional)",Calgary,15.0,13.0,15.0,13.0,13.0,13.0,13.0,51.0946155299,-114.140845019,Original Joe's,,T2L 2L4,22,3.0,AB,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,95.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3026 23rd Street NE,True,True,False,,True,True,True,True,False,True,True,True,True,True,BPccBipnqKrf6I823FQMMw,"Restaurants, Bars, Beer, Wine & Spirits, Canadian (New), Nightlife, American (Traditional), Mediterranean, Food, Steakhouses",Calgary,15.0,14.0,15.0,14.0,14.0,14.0,14.0,51.081144,-114.003423,JOEY Barlow,,T2E 8R7,59,3.5,AB,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,100.0,0.0,5.0,2.0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
112 Crowfoot Terr Nw,,True,,,True,,True,False,False,True,True,True,True,True,51OJLUlwKQg7GV30TdoJjg,"Canadian (New), Barbeque, Restaurants, Steakhouses, American (Traditional), Comfort Food",Calgary,11.5,10.5,11.5,11.0,10.5,10.5,10.5,51.128558078,-114.202841513,Montana's BBQ & Bar,,T3G 4J8,31,2.0,AB,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,76.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
"388 Country Hill Blvd, #707",True,True,False,False,True,True,True,True,True,True,False,True,True,True,fP0bm_23cYxVxbdmpghm_g,"Nightlife, American (Traditional), Sports Bars, American (New), Burgers, Canadian (New), Restaurants, Bars",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,51.1542,-114.064,Applebee's Grill + Bar,,T3K 5J6,19,3.0,AB,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6712 MacLeod Trail SE,,True,,,True,,True,False,False,True,True,True,True,,57PuSod66TqlGmRzWVrjTQ,"Restaurants, Barbeque, Steakhouses, American (Traditional), Seafood",Calgary,12.0,11.0,12.0,11.0,11.0,11.0,11.0,50.993184,-114.070923,Tony Roma's,,T2H 0L3,18,2.0,AB,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
